code,text
Self-disclosure & expressing values,I have visited Costa Rica twice and enjoyed it very much both times.
"Complementing, expressing appreciation","Well done on creating such a compelling visualisation.I love that you have added """"week,month,year"""" option and the trend line changes based on the selected period."
Open communication,"s, th"
Self-disclosure & expressing values,"However, I noticed that the information on happiness in this report conflicted with the report of the Gallup International Institute (another institution named Gallup), so I decided to use the data on generosity"
"Complementing, expressing appreciation","Hi Maseme,Very interesting finding, especially when linked to the HIV treatment trend."
Personal advice,It would be great if you could take a look at this new graph:https://journalismcourses.org/mod/forum/discuss.php?d=104639#p293579
Positive Activating,I hope she gets the chance to repost the data - it’s very interesting data given the interest girls’ education has garnered in recent years.
Positive Activating,I really gained some insights through your analysis.
Negative Activating,I wonder what conclusions we could draw (or what research could we instigate) if we focus on Panam and its spike in agrochemical use between 2013 and 2014
"Complementing, expressing appreciation","really interesting subject, thanks a lot for the insight!"
Negative Deactivating,I don’t know what else to do with it as I don’t think I can embed the file directly into the course emails system.
"Complementing, expressing appreciation","Kimberly, thank you for your comment!"
Vocatives (addressing individual),Thank you Kimberly
Expressing agreement,Great topic!I certainly agree with your visual about the best decades!
Self-disclosure & expressing values,This week i am going to interview the Director of Demographics of University of Costa Rica and going to make him your question. I will let you know
Expressing agreement,"I’m not familiar with the Pareto chart, but I definitely agree representing as a life expectancy trend line chart would really highlight the trends better."
Personal advice,It would be great to do some follow-up interviews to find out what the reasons for these trends are.
"Complementing, expressing appreciation","Hi Paula, thanks for your question!"
Unconventional emotion expression,Forget to explain my reasons :) ::::
Vocatives (addressing individual),"Hi, FelixThis is powerful!"
"Complementing, expressing appreciation",Very creative! The visualization is wonderful and you have used so many variety of charts and graphs to tell the story. Great job!
"Complementing, expressing appreciation",great job! It was awesome to be able to check the most happy countries in the world.
Vocatives (addressing individual),"Hi Kat,Yes I will be looking for the trends."
