,code,text,tokens
1072,"Complementing, expressing appreciation","hi, julin i m impressed with the whole work","['hi', 'julin', 'i', 'm', 'impressed', 'with', 'the', 'whole', 'work']"
1073,Personal advice,this may help us to identify some seasonal patterns,"['this', 'may', 'help', 'us', 'to', 'identify', 'some', 'seasonal', 'patterns']"
1074,Personal advice,i would make the headline bigger and bolder with possibly some colour in it ,"['i', 'would', 'make', 'the', 'headline', 'bigger', 'and', 'bolder', 'with', 'possibly', 'some', 'colour', 'in', 'it']"
1075,Asking questions,and what about the lines on the bottom? where do they come from?,"['and', 'what', 'about', 'the', 'lines', 'on', 'the', 'bottom', 'where', 'do', 'they', 'come', 'from']"
1076,"Complementing, expressing appreciation",very well done ,"['very', 'well', 'done']"
1078,"Complementing, expressing appreciation",very affecting ,"['very', 'affecting']"
1079,Negative Activating,sometimes it is a bit confusing to spot the differences between small values,"['sometimes', 'it', 'is', 'a', 'bit', 'confusing', 'to', 'spot', 'the', 'differences', 'between', 'small', 'values']"
1080,Negative Activating,i am wondering why you limited your questioning to the us though as there are many other countries that have troops on the ground ,"['i', 'am', 'wondering', 'why', 'you', 'limited', 'your', 'questioning', 'to', 'the', 'us', 'though', 'as', 'there', 'are', 'many', 'other', 'countries', 'that', 'have', 'troops', 'on', 'the', 'ground']"
1081,"Complementing, expressing appreciation","hi elena, thanks for your reply ","['hi', 'elena', 'thanks', 'for', 'your', 'reply']"
1085,Asking questions,why is the us red when most of its spending was in the blue (alcohol) category?,"['why', 'is', 'the', 'us', 'red', 'when', 'most', 'of', 'its', 'spending', 'was', 'in', 'the', 'blue', 'alcohol', 'category']"
1086,Negative Activating,"i found a bright colour or two at the lower end of the happiness index, which is a bit confusing visually","['i', 'found', 'a', 'bright', 'colour', 'or', 'two', 'at', 'the', 'lower', 'end', 'of', 'the', 'happiness', 'index', 'which', 'is', 'a', 'bit', 'confusing', 'visually']"
1088,"Complementing, expressing appreciation","hi,great use of the range of visualisation formats that flourish has to offer ","['hi', 'great', 'use', 'of', 'the', 'range', 'of', 'visualisation', 'formats', 'that', 'flourish', 'has', 'to', 'offer']"
1090,"Complementing, expressing appreciation","hi annabelle,your story is really funny andat the same time instructive!yours is an example of how to use charts and a story together andand be creative with a good imagination ","['hi', 'annabelle', 'your', 'story', 'is', 'really', 'funny', 'andat', 'the', 'same', 'time', 'instructive', 'yours', 'is', 'an', 'example', 'of', 'how', 'to', 'use', 'charts', 'and', 'a', 'story', 'together', 'andand', 'be', 'creative', 'with', 'a', 'good', 'imagination']"
1092,Vocatives (addressing individual),"dear brett,interesting dataset and infographics","['dear', 'brett', 'interesting', 'dataset', 'and', 'infographics']"
1094,Negative Activating,"so there have been some issues about what to count as """"films"""" by data aggregators","['so', 'there', 'have', 'been', 'some', 'issues', 'about', 'what', 'to', 'count', 'as', 'films', 'by', 'data', 'aggregators']"
1095,Vocatives (addressing individual),"hi sharon,congratulations","['hi', 'sharon', 'congratulations']"
1096,Negative Activating,i wonder if there are changes in nationality around the olympics and if those countries won?,"['i', 'wonder', 'if', 'there', 'are', 'changes', 'in', 'nationality', 'around', 'the', 'olympics', 'and', 'if', 'those', 'countries', 'won']"
1098,Vocatives (addressing individual),"thanks, nicola ","['thanks', 'nicola']"
1099,"Complementing, expressing appreciation","hi ruth, thank you for this post ","['hi', 'ruth', 'thank', 'you', 'for', 'this', 'post']"
1100,"Complementing, expressing appreciation",the timeline below is beautiful ,"['the', 'timeline', 'below', 'is', 'beautiful']"
1104,Vocatives (addressing individual),"hi yelena,thanks for your feedback and noting further observations on the graph ","['hi', 'yelena', 'thanks', 'for', 'your', 'feedback', 'and', 'noting', 'further', 'observations', 'on', 'the', 'graph']"
1105,"Complementing, expressing appreciation","russ, this is really interesting    and laid out in a way that is easy to understand ","['russ', 'this', 'is', 'really', 'interesting', 'and', 'laid', 'out', 'in', 'a', 'way', 'that', 'is', 'easy', 'to', 'understand']"
1106,Negative Activating,"while you have in fact done this on slide 2, i found it difficult to remember by the time i made it to slide 10 ","['while', 'you', 'have', 'in', 'fact', 'done', 'this', 'on', 'slide', '2', 'i', 'found', 'it', 'difficult', 'to', 'remember', 'by', 'the', 'time', 'i', 'made', 'it', 'to', 'slide', '10']"
1107,Vocatives (addressing individual),hi emmanuel,"['hi', 'emmanuel']"
1108,"Complementing, expressing appreciation",this is such a solid idea!,"['this', 'is', 'such', 'a', 'solid', 'idea']"
1113,Asking questions,how many dogs are there in those countries?,"['how', 'many', 'dogs', 'are', 'there', 'in', 'those', 'countries']"
1114,"Complementing, expressing appreciation",great work!,"['great', 'work']"
1115,Personal advice,just some comments  i think you could improve the chart on cats  colors ,"['just', 'some', 'comments', 'i', 'think', 'you', 'could', 'improve', 'the', 'chart', 'on', 'cats', 'colors']"
1116,Asking questions,have you tried to find out (through more data exploration) what factors influenced the very different trends among the provinces?,"['have', 'you', 'tried', 'to', 'find', 'out', 'through', 'more', 'data', 'exploration', 'what', 'factors', 'influenced', 'the', 'very', 'different', 'trends', 'among', 'the', 'provinces']"
1117,Negative Activating,i also wondered why that was the case ,"['i', 'also', 'wondered', 'why', 'that', 'was', 'the', 'case']"
1119,"Complementing, expressing appreciation","overall, a great visual","['overall', 'a', 'great', 'visual']"
1120,Negative Activating,i wonder what could be the cause(s) of such a big difference?,"['i', 'wonder', 'what', 'could', 'be', 'the', 'cause', 's', 'of', 'such', 'a', 'big', 'difference']"
1122,"Complementing, expressing appreciation","super impressed with your thoughtful observations on this exercise 2 s weaknesses from a visualization standpoint  nice job, kettki!","['super', 'impressed', 'with', 'your', 'thoughtful', 'observations', 'on', 'this', 'exercise', '2', 's', 'weaknesses', 'from', 'a', 'visualization', 'standpoint', 'nice', 'job', 'kettki']"
1123,Personal advice,just let me to make some comments ,"['just', 'let', 'me', 'to', 'make', 'some', 'comments']"
1124,Negative Activating,"please excuse my horrible attempt for a quick map, so sorry!","['please', 'excuse', 'my', 'horrible', 'attempt', 'for', 'a', 'quick', 'map', 'so', 'sorry']"
1128,Personal advice,wondering if a slide could be added on highest paid actors,"['wondering', 'if', 'a', 'slide', 'could', 'be', 'added', 'on', 'highest', 'paid', 'actors']"
1129,"Complementing, expressing appreciation",very impressive work !,"['very', 'impressive', 'work']"
1130,Vocatives (addressing individual),"hi michal, thanks for the feedback ","['hi', 'michal', 'thanks', 'for', 'the', 'feedback']"
1133,Asking questions,were you able to draw any conclusions or find any relationships or trends by looking at the charts?,"['were', 'you', 'able', 'to', 'draw', 'any', 'conclusions', 'or', 'find', 'any', 'relationships', 'or', 'trends', 'by', 'looking', 'at', 'the', 'charts']"
1137,Vocatives (addressing individual),"hello angel,being a md myself (worked 20 years in hospital) i am curious of course ","['hello', 'angel', 'being', 'a', 'md', 'myself', 'worked', '20', 'years', 'in', 'hospital', 'i', 'am', 'curious', 'of', 'course']"
1139,Personal advice,"maybe, you can focus the data in the operable reactors to see the capacity of this countries to produce energy ","['maybe', 'you', 'can', 'focus', 'the', 'data', 'in', 'the', 'operable', 'reactors', 'to', 'see', 'the', 'capacity', 'of', 'this', 'countries', 'to', 'produce', 'energy']"
1140,Personal advice,it might help to add some numerical ranges to the y axis to better understand what is being classified as what kind of income ,"['it', 'might', 'help', 'to', 'add', 'some', 'numerical', 'ranges', 'to', 'the', 'y', 'axis', 'to', 'better', 'understand', 'what', 'is', 'being', 'classified', 'as', 'what', 'kind', 'of', 'income']"
1141,"Complementing, expressing appreciation",congratulations for all this incredible work ,"['congratulations', 'for', 'all', 'this', 'incredible', 'work']"
1142,"Complementing, expressing appreciation","hi donna,thank you for the feedback and suggestions, especially including the introduction spread of treatment on the chart ","['hi', 'donna', 'thank', 'you', 'for', 'the', 'feedback', 'and', 'suggestions', 'especially', 'including', 'the', 'introduction', 'spread', 'of', 'treatment', 'on', 'the', 'chart']"
1143,Negative Activating,"there is also a cool possibility to compare some the graphs, but lots of graphs a little bit to hard ","['there', 'is', 'also', 'a', 'cool', 'possibility', 'to', 'compare', 'some', 'the', 'graphs', 'but', 'lots', 'of', 'graphs', 'a', 'little', 'bit', 'to', 'hard']"
1144,Asking questions,was one of the explorations you wanted to do some sort of small multiples display?,"['was', 'one', 'of', 'the', 'explorations', 'you', 'wanted', 'to', 'do', 'some', 'sort', 'of', 'small', 'multiples', 'display']"
1146,"Complementing, expressing appreciation","hi reiner,great thoughts!","['hi', 'reiner', 'great', 'thoughts']"
1147,Asking questions,is this behavior worldwide?,"['is', 'this', 'behavior', 'worldwide']"
1153,"Complementing, expressing appreciation",christopher  truly fascinating topic!,"['christopher', 'truly', 'fascinating', 'topic']"
1154,"Complementing, expressing appreciation",i thought you did a very good job in showing the big picture of the trends and then further breaking it down to understand why the overall trend is the way it is ,"['i', 'thought', 'you', 'did', 'a', 'very', 'good', 'job', 'in', 'showing', 'the', 'big', 'picture', 'of', 'the', 'trends', 'and', 'then', 'further', 'breaking', 'it', 'down', 'to', 'understand', 'why', 'the', 'overall', 'trend', 'is', 'the', 'way', 'it', 'is']"
1155,Negative Activating,"at the bottom of the chart, several small parties have similar results over time, so they overlap one another, and make the chart hard to read ","['at', 'the', 'bottom', 'of', 'the', 'chart', 'several', 'small', 'parties', 'have', 'similar', 'results', 'over', 'time', 'so', 'they', 'overlap', 'one', 'another', 'and', 'make', 'the', 'chart', 'hard', 'to', 'read']"
1157,Personal advice,"perhaps, you can find, in this way, some intuitions ","['perhaps', 'you', 'can', 'find', 'in', 'this', 'way', 'some', 'intuitions']"
1158,"Complementing, expressing appreciation",nice work  thanks for sharing the story!,"['nice', 'work', 'thanks', 'for', 'sharing', 'the', 'story']"
1159,Asking questions,how would you handle the male female both sexes though?,"['how', 'would', 'you', 'handle', 'the', 'male', 'female', 'both', 'sexes', 'though']"
1161,"Complementing, expressing appreciation",thank you miss oyinak oni ,"['thank', 'you', 'miss', 'oyinak', 'oni']"
1164,"Complementing, expressing appreciation","hi, justine! thank you for your comments!","['hi', 'justine', 'thank', 'you', 'for', 'your', 'comments']"
1165,Asking questions,do you have a visualisation for the whole time period as well?,"['do', 'you', 'have', 'a', 'visualisation', 'for', 'the', 'whole', 'time', 'period', 'as', 'well']"
1166,Vocatives (addressing individual),"carlo, nice visualization!","['carlo', 'nice', 'visualization']"
1167,"Complementing, expressing appreciation",i really enjoyed the little story,"['i', 'really', 'enjoyed', 'the', 'little', 'story']"
1169,Negative Activating,the grey text box overlapping the data as being too distracting,"['the', 'grey', 'text', 'box', 'overlapping', 'the', 'data', 'as', 'being', 'too', 'distracting']"
1170,Asking questions,i wonder what it is about that region and timeframe that cause such an increase?,"['i', 'wonder', 'what', 'it', 'is', 'about', 'that', 'region', 'and', 'timeframe', 'that', 'cause', 'such', 'an', 'increase']"
1171,"Complementing, expressing appreciation",i m personally very impressed by your graph ,"['i', 'm', 'personally', 'very', 'impressed', 'by', 'your', 'graph']"
1172,Negative Activating,"i am not sure if i would know what percentage is """"a lot"""" of young people and what percentage is """"a lot"""" of old people ","['i', 'am', 'not', 'sure', 'if', 'i', 'would', 'know', 'what', 'percentage', 'is', 'a', 'lot', 'of', 'young', 'people', 'and', 'what', 'percentage', 'is', 'a', 'lot', 'of', 'old', 'people']"
